nodeName	altName	nodeAttr[nodesPresent, ]
SFT2D2	SFT2D2	green
HAAO	HAAO	green
ATP8B3	ATP8B3	green
B3GNT8	B3GNT8	green
BCL2L12	BCL2L12	green
SP110	SP110	green
CD55	CD55	green
DOK1	DOK1	green
DPEP2	DPEP2	green
SH3BP2	SH3BP2	green
DCST2	DCST2	green
ADPRH	ADPRH	green
TLDC2	TLDC2	green
MYL3	MYL3	green
CREB3L2	CREB3L2	green
MCF2L2	MCF2L2	green
S100A2	S100A2	green
PSMB9	PSMB9	green
ASB4	ASB4	green
CCDC135	CCDC135	green
CDK1	CDK1	green
IL18BP	IL18BP	green
SEPT10	SEPT10	green
PSTPIP1	PSTPIP1	green
C1orf162	C1orf162	green
FBP1	FBP1	green
ALDH3B1	ALDH3B1	green
LRIG3	LRIG3	green
SLC2A9	SLC2A9	green
ZBTB37	ZBTB37	green
NXNL2	NXNL2	green
ACACB	ACACB	green
C21orf49	C21orf49	green
TNFSF13	TNFSF13	green
RNF135	RNF135	green
APOBEC3F	APOBEC3F	green
SPARC	SPARC	green
APOBEC3G	APOBEC3G	green
C2	C2	green
PILRA	PILRA	green
CD72	CD72	green
ABHD4	ABHD4	green
HFE	HFE	green
ARPC1B	ARPC1B	green
DENND1C	DENND1C	green
CHST14	CHST14	green
PLCB2	PLCB2	green
ARHGAP15	ARHGAP15	green
GOLGA8H	GOLGA8H	green
H2AFJ	H2AFJ	green
GNGT2	GNGT2	green
CXCL16	CXCL16	green
BMF	BMF	green
ELN	ELN	green
SLCO2B1	SLCO2B1	green
RNASET2	RNASET2	green
ZMYND15	ZMYND15	green
C19orf40	C19orf40	green
PER1	PER1	green
BTN3A2	BTN3A2	green
ESRRB	ESRRB	green
LIX1	LIX1	green
DKFZP779L1853	DKFZP779L1853	green
NBEAL2	NBEAL2	green
ZDHHC19	ZDHHC19	green
SERPINB1	SERPINB1	green
GAB3	GAB3	green
FAM114A1	FAM114A1	green
NPC2	NPC2	green
TP53INP1	TP53INP1	green
EDA	EDA	green
CPQ	CPQ	green
LPCAT2	LPCAT2	green
TMIGD2	TMIGD2	green
TULP3	TULP3	green
TGIF2	TGIF2	green
CD244	CD244	green
ARHGDIB	ARHGDIB	green
TEKT2	TEKT2	green
LRRC33	LRRC33	green
ZMYM6NB	ZMYM6NB	green
KCNE3	KCNE3	green
MTMR8	MTMR8	green
PIR	PIR	green
RNF152	RNF152	green
MAN2B1	MAN2B1	green
IL16	IL16	green
ARRDC4	ARRDC4	green
