"Gene_clean","Gene_original","Module","ENTREZID"
"HEYL","HEYL","blue","26508"
"HFE","HFE","green","3077"
"HFM1","HFM1","turquoise","164045"
"HGD","HGD","grey","3081"
"HGF","HGF","blue","3082"
"HGFAC","HGFAC","brown","3083"
"HHATL","HHATL","yellow","57467"
"HHEX","HHEX","blue","3087"
"HHIP","HHIP","yellow","64399"
"HIATL2","HIATL2","turquoise",NA
"HIC1","HIC1","blue","3090"
"HIF3A","HIF3A","brown","64344"
"HIGD1B","HIGD1B","brown","51751"
"HILPDA","HILPDA","blue","29923"
"HIP1","HIP1","yellow","3092"
"HIP1R","HIP1R","yellow","9026"
"HIPK2","HIPK2","yellow","28996"
"HIPK4","HIPK4","turquoise","147746"
"HIST1H1C","HIST1H1C","brown",NA
"HIST1H2AC","HIST1H2AC","brown",NA
"HIST1H2AE","HIST1H2AE","brown",NA
"HIST1H2BC","HIST1H2BC","yellow",NA
"HIST1H2BD","HIST1H2BD","green",NA
"HIST1H2BG","HIST1H2BG","blue",NA
"HIST1H2BJ","HIST1H2BJ","green",NA
"HIST1H4E","HIST1H4E","brown",NA
"HIST2H2AA3","HIST2H2AA3","green",NA
"HIST2H2BE","HIST2H2BE","brown",NA
"HIST2H2BF","HIST2H2BF","green",NA
"HK2","HK2","green","3099"
"HK3","HK3","blue","3101"
"HKDC1","HKDC1","grey","80201"
"HLA-B","HLA-B","blue","3106"
"HLA-DMA","HLA-DMA","green","3108"
"HLA-DMB","HLA-DMB","green","3109"
"HLA-DOA","HLA-DOA","green","3111"
"HLA-DOB","HLA-DOB","yellow","3112"
"HLA-DPA1","HLA-DPA1","green","3113"
"HLA-DPB1","HLA-DPB1","green","3115"
"HLA-DQA1","HLA-DQA1","green","3117"
"HLA-DQA2","HLA-DQA2","grey","3118"
"HLA-DQB1","HLA-DQB1","blue","3119"
"HLA-DQB2","HLA-DQB2","grey","3120"
"HLA-DRA","HLA-DRA","green","3122"
"HLA-DRB1","HLA-DRB1","green","3123"
"HLA-DRB5","HLA-DRB5","green","3127"
"HLA-E","HLA-E","blue","3133"
"HLF","HLF","turquoise","3131"
"HLX","HLX","brown","3142"
"HMCN1","HMCN1","grey","83872"
"HMCN2","HMCN2","red","256158"
"HMG20B","HMG20B","brown","10362"
"HMGCLL1","HMGCLL1","turquoise","54511"
"HMGCS1","HMGCS1","turquoise","3157"
"HMOX1","HMOX1","green","3162"
"HMSD","HMSD","yellow","284293"
"HMX1","HMX1","yellow","3166"
"HN1L","HN1L","yellow",NA
"HNF4A","HNF4A","turquoise","3172"
"HNF4G","HNF4G","blue","3174"
"HOMER1","HOMER1","turquoise","9456"
"HOMER3","HOMER3","brown","9454"
"HOOK1","HOOK1","turquoise","51361"
"HOPX","HOPX","turquoise","84525"
"HOXD1","HOXD1","yellow","3231"
"HP","HP","brown","3240"
"HPCA","HPCA","turquoise","3208"
"HPCAL4","HPCAL4","turquoise","51440"
"HPDL","HPDL","grey","84842"
"HPGD","HPGD","grey","3248"
"HPGDS","HPGDS","green","27306"
"HPN","HPN","yellow","3249"
"HPR","HPR","brown","3250"
"HPRT1","HPRT1","turquoise","3251"
"HPSE","HPSE","green","10855"
"HPSE2","HPSE2","red","60495"
"HRCT1","HRCT1","blue","646962"
"HRH1","HRH1","grey","3269"
"HRH2","HRH2","red","3274"
"HRH3","HRH3","black","11255"
"HRK","HRK","turquoise","8739"
"HS3ST2","HS3ST2","turquoise","9956"
"HS3ST3A1","HS3ST3A1","red","9955"
"HS3ST3B1","HS3ST3B1","blue","9953"
"HS3ST4","HS3ST4","grey","9951"
"HS6ST2","HS6ST2","turquoise","90161"
"HS6ST3","HS6ST3","red","266722"
"HSD11B1","HSD11B1","yellow","3290"
"HSD11B2","HSD11B2","brown","3291"
"HSD17B1","HSD17B1","brown","3292"
"HSD17B3","HSD17B3","yellow","3293"
"HSD17B7","HSD17B7","brown","51478"
"HSD17B8","HSD17B8","grey","7923"
"HSD3B7","HSD3B7","brown","80270"
"HSF2BP","HSF2BP","turquoise","11077"
"HSPA1A","HSPA1A","brown","3303"
"HSPA1B","HSPA1B","brown","3304"
"HSPA2","HSPA2","yellow","3306"
"HSPA4L","HSPA4L","turquoise","22824"
"HSPA6","HSPA6","blue","3310"
"HSPB1","HSPB1","brown","3315"
"HSPB3","HSPB3","turquoise","8988"
"HSPB6","HSPB6","brown","126393"
"HSPB7","HSPB7","blue","27129"
"HSPG2","HSPG2","green","3339"
"HSPH1","HSPH1","turquoise","10808"
"HTR1A","HTR1A","red","3350"
"HTR1B","HTR1B","red","3351"
"HTR1D","HTR1D","brown","3352"
"HTR1E","HTR1E","black","3354"
"HTR1F","HTR1F","grey","3355"
"HTR2A","HTR2A","turquoise","3356"
"HTR2C","HTR2C","turquoise","3358"
"HTR3A","HTR3A","grey","3359"
"HTR3B","HTR3B","red","9177"
"HTR4","HTR4","turquoise","3360"
"HTR5A","HTR5A","turquoise","3361"
"HTR6","HTR6","turquoise","3362"
"HTR7","HTR7","turquoise","3363"
"HTRA3","HTRA3","blue","94031"
"HUNK","HUNK","turquoise","30811"
"HVCN1","HVCN1","brown","84329"
"HYAL1","HYAL1","blue","3373"
"HYAL2","HYAL2","blue","8692"
"ICA1","ICA1","turquoise","3382"
"ICAM1","ICAM1","blue","3383"
"ICAM2","ICAM2","blue","3384"
"ICAM5","ICAM5","black","7087"
"ICOSLG","ICOSLG","yellow","23308"
"ID1","ID1","blue","3397"
"ID3","ID3","blue","3399"
"ID4","ID4","blue","3400"
"IER3","IER3","blue","8870"
"IFI16","IFI16","blue","3428"
"IFI35","IFI35","blue","3430"
"IFI44","IFI44","grey","10561"
"IFI44L","IFI44L","grey","10964"
"IFITM1","IFITM1","blue","8519"
"IFITM2","IFITM2","blue","10581"
"IFITM3","IFITM3","blue","10410"
"IGDCC4","IGDCC4","green","57722"
"IGF1","IGF1","turquoise","3479"
"IGF2","IGF2","blue","3481"
"IGF2BP2","IGF2BP2","blue","10644"
"IGFALS","IGFALS","brown","3483"
"IGFBP1","IGFBP1","grey","3484"
"IGFBP2","IGFBP2","turquoise","3485"
"IGFBP3","IGFBP3","blue","3486"
"IGFBP4","IGFBP4","blue","3487"
"IGFBP5","IGFBP5","grey","3488"
"IGFBP6","IGFBP6","black","3489"
"IGFBP7","IGFBP7","blue","3490"
"IGFBPL1","IGFBPL1","red","347252"
"IGFN1","IGFN1","grey","91156"
"IGLON5","IGLON5","black","402665"
"IGSF10","IGSF10","turquoise","285313"
"IGSF3","IGSF3","turquoise","3321"
"IGSF5","IGSF5","grey","150084"
"IGSF6","IGSF6","green","10261"
"IGSF9","IGSF9","yellow","57549"
"IGSF9B","IGSF9B","red","22997"
"IKBKE","IKBKE","green","9641"
"IKZF1","IKZF1","green","10320"
"IKZF2","IKZF2","yellow","22807"
"IL10RA","IL10RA","green","3587"
"IL12RB2","IL12RB2","turquoise","3595"
"IL13RA1","IL13RA1","green","3597"
"IL13RA2","IL13RA2","turquoise","3598"
"IL15","IL15","blue","3600"
"IL15RA","IL15RA","blue","3601"
"IL16","IL16","green","3603"
"IL17RB","IL17RB","brown","55540"
"IL18","IL18","green","3606"
"IL18BP","IL18BP","green","10068"
"IL18R1","IL18R1","blue","8809"
"IL1B","IL1B","green","3553"
"IL1R1","IL1R1","blue","3554"
"IL1RAPL1","IL1RAPL1","yellow","11141"
"IL1RAPL2","IL1RAPL2","turquoise","26280"
"IL1RL1","IL1RL1","blue","9173"
"IL1RL2","IL1RL2","turquoise","8808"
"IL20RA","IL20RA","blue","53832"
"IL20RB","IL20RB","brown","53833"
"IL21R","IL21R","green","50615"
"IL2RG","IL2RG","blue","3561"
"IL32","IL32","blue","9235"
"IL33","IL33","blue","90865"
"IL34","IL34","black","146433"
"IL4I1","IL4I1","green","259307"
"IL4R","IL4R","blue","3566"
"IL6","IL6","blue","3569"
"IL6R","IL6R","blue","3570"
"IL7","IL7","turquoise","3574"
"IL7R","IL7R","grey","3575"
"IL8","IL8","blue",NA
"ILDR2","ILDR2","red","387597"
"IMPA2","IMPA2","blue","3613"
"INA","INA","turquoise","9118"
"INE1","INE1","brown","8552"
"INHA","INHA","grey","3623"
"INHBA","INHBA","grey","3624"
"INHBB","INHBB","blue","3625"
"INHBE","INHBE","blue","83729"
"INMT","INMT","blue","11185"
"INPP4A","INPP4A","turquoise","3631"
"INPP5D","INPP5D","green","3635"
"INPP5F","INPP5F","turquoise","22876"
"INPP5J","INPP5J","black","27124"
"INPPL1","INPPL1","brown","3636"
"INSL3","INSL3","brown","3640"
"INSM2","INSM2","turquoise","84684"
"INTU","INTU","grey","27152"
"IP6K3","IP6K3","yellow","117283"
"IPCEF1","IPCEF1","turquoise","26034"
"IQCF3","IQCF3","turquoise","401067"
"IQCJ-SCHIP1","IQCJ-SCHIP1","red","100505385"
"IQGAP1","IQGAP1","brown","8826"
"IQGAP2","IQGAP2","grey","10788"
"IQGAP3","IQGAP3","red","128239"
"IQSEC2","IQSEC2","black","23096"
"IQSEC3","IQSEC3","black","440073"
"IQUB","IQUB","grey","154865"
"IRAK3","IRAK3","blue","11213"
"IRF1","IRF1","blue","3659"
"IRF5","IRF5","green","3663"
"IRF6","IRF6","blue","3664"
"IRF7","IRF7","blue","3665"
"IRF8","IRF8","green","3394"
"IRS4","IRS4","red","8471"
"ISG20","ISG20","brown","3669"
"ISLR","ISLR","black","3671"
"ISLR2","ISLR2","black","57611"
"ISM1","ISM1","turquoise","140862"
"ISM2","ISM2","grey","145501"
"ISPD","ISPD","turquoise",NA
"ISYNA1","ISYNA1","blue","51477"
"ITFG1","ITFG1","turquoise","81533"
"ITGA1","ITGA1","blue","3672"
"ITGA10","ITGA10","blue","8515"
"ITGA2","ITGA2","yellow","3673"
"ITGA4","ITGA4","turquoise","3676"
"ITGA5","ITGA5","blue","3678"
"ITGA8","ITGA8","blue","8516"
"ITGAL","ITGAL","green","3683"
"ITGAM","ITGAM","green","3684"
"ITGAX","ITGAX","brown","3687"
"ITGB1BP2","ITGB1BP2","brown","26548"
"ITGB2","ITGB2","green","3689"
"ITGB4","ITGB4","green","3691"
"ITGB8","ITGB8","grey","3696"
"ITGBL1","ITGBL1","turquoise","9358"
"ITIH2","ITIH2","blue","3698"
"ITIH3","ITIH3","blue","3699"
"ITIH5","ITIH5","blue","80760"
"ITPKA","ITPKA","turquoise","3706"
"ITPKB","ITPKB","brown","3707"
"ITPR1","ITPR1","turquoise","3708"
"ITPR2","ITPR2","blue","3709"
"ITPRIP","ITPRIP","blue","85450"
"ITPRIPL1","ITPRIPL1","green","150771"
"ITPRIPL2","ITPRIPL2","blue","162073"
"IZUMO1","IZUMO1","brown","284359"
"IZUMO4","IZUMO4","brown","113177"
"JAG1","JAG1","blue","182"
"JAKMIP1","JAKMIP1","turquoise","152789"
"JAM3","JAM3","yellow","83700"
"JMJD7-PLA2G4B","JMJD7-PLA2G4B","brown","8681"
"JPH1","JPH1","turquoise","56704"
"JPH2","JPH2","blue","57158"
"JPH3","JPH3","black","57338"
"JPH4","JPH4","black","84502"
"JUNB","JUNB","blue","3726"
"JUP","JUP","brown","3728"
"KALRN","KALRN","turquoise","8997"
"KANK2","KANK2","blue","25959"
"KANK3","KANK3","blue","256949"
"KANK4","KANK4","yellow","163782"
"KB-1980E6","KB-1980E6.3","turquoise",NA
"KCNA1","KCNA1","turquoise","3736"
"KCNA2","KCNA2","turquoise","3737"
"KCNA3","KCNA3","turquoise","3738"
"KCNA4","KCNA4","turquoise","3739"
"KCNA6","KCNA6","turquoise","3742"
"KCNAB1","KCNAB1","turquoise","7881"
"KCNAB2","KCNAB2","black","8514"
"KCNAB3","KCNAB3","turquoise","9196"
"KCNB1","KCNB1","turquoise","3745"
"KCNB2","KCNB2","turquoise","9312"
"KCNC1","KCNC1","turquoise","3746"
"KCNC2","KCNC2","turquoise","3747"
"KCNC3","KCNC3","black","3748"
"KCNC4","KCNC4","black","3749"
"KCND2","KCND2","turquoise","3751"
"KCNE1L","KCNE1L","yellow",NA
"KCNE3","KCNE3","blue","10008"
"KCNE4","KCNE4","blue","23704"
"KCNF1","KCNF1","turquoise","3754"
"KCNG1","KCNG1","turquoise","3755"
"KCNG2","KCNG2","red","26251"
"KCNG3","KCNG3","turquoise","170850"
"KCNH1","KCNH1","red","3756"
"KCNH3","KCNH3","black","23416"
"KCNH4","KCNH4","turquoise","23415"
"KCNH5","KCNH5","turquoise","27133"
"KCNH6","KCNH6","black","81033"
"KCNH7","KCNH7","turquoise","90134"
"KCNH8","KCNH8","yellow","131096"
"KCNIP2","KCNIP2","brown","30819"
"KCNIP4","KCNIP4","turquoise","80333"
"KCNJ1","KCNJ1","grey","3758"
"KCNJ12","KCNJ12","turquoise","3768"
"KCNJ13","KCNJ13","blue","3769"
"KCNJ16","KCNJ16","blue","3773"
"KCNJ2","KCNJ2","yellow","3759"
"KCNJ3","KCNJ3","turquoise","3760"
"KCNJ4","KCNJ4","black","3761"
"KCNJ5","KCNJ5","green","3762"
"KCNJ6","KCNJ6","turquoise","3763"
"KCNK12","KCNK12","brown","56660"
"KCNK15","KCNK15","grey","60598"
"KCNK2","KCNK2","turquoise","3776"
"KCNK3","KCNK3","turquoise","3777"
"KCNK4","KCNK4","black","50801"
"KCNK7","KCNK7","brown","10089"
"KCNK9","KCNK9","black","51305"
"KCNMA1","KCNMA1","turquoise","3778"
"KCNMB1","KCNMB1","blue","3779"
"KCNN3","KCNN3","brown","3782"
"KCNN4","KCNN4","blue","3783"
"KCNQ1","KCNQ1","green","3784"
"KCNQ2","KCNQ2","red","3785"
"KCNQ3","KCNQ3","turquoise","3786"
"KCNQ4","KCNQ4","black","9132"
"KCNQ5","KCNQ5","turquoise","56479"
"KCNS1","KCNS1","turquoise","3787"
"KCNS2","KCNS2","turquoise","3788"
"KCNT1","KCNT1","black","57582"
"KCNT2","KCNT2","turquoise","343450"
"KCNV1","KCNV1","turquoise","27012"
"KCTD11","KCTD11","brown","147040"
"KCTD16","KCTD16","turquoise","57528"
"KCTD19","KCTD19","red","146212"
"KCTD4","KCTD4","yellow","386618"
"KDR","KDR","blue","3791"
"KEL","KEL","yellow","3792"
"KHDRBS2","KHDRBS2","turquoise","202559"
"KIAA0087","KIAA0087","turquoise","9808"
"KIAA0101","KIAA0101","brown",NA
"KIAA0319","KIAA0319","turquoise","9856"
"KIAA0408","KIAA0408","turquoise","9729"
"KIAA0513","KIAA0513","turquoise","9764"
"KIAA0754","KIAA0754","red",NA
"KIAA0825","KIAA0825","turquoise","285600"
"KIAA1045","KIAA1045","turquoise",NA
"KIAA1199","KIAA1199","turquoise",NA
"KIAA1211","KIAA1211","red",NA
"KIAA1211L","KIAA1211L","black",NA
"KIAA1217","KIAA1217","turquoise","56243"
"KIAA1239","KIAA1239","turquoise",NA
"KIAA1456","KIAA1456","turquoise",NA
"KIAA1522","KIAA1522","brown",NA
"KIAA1524","KIAA1524","turquoise",NA
"KIAA1549L","KIAA1549L","turquoise","25758"
"KIAA1598","KIAA1598","yellow",NA
"KIAA1644","KIAA1644","turquoise",NA
"KIAA1683","KIAA1683","yellow",NA
"KIAA1755","KIAA1755","yellow","85449"
"KIAA1875","KIAA1875","grey",NA
"KIAA2022","KIAA2022","turquoise",NA
"KIF12","KIF12","turquoise","113220"
"KIF13B","KIF13B","yellow","23303"
"KIF17","KIF17","black","57576"
"KIF18B","KIF18B","brown","146909"
"KIF19","KIF19","yellow","124602"
"KIF1C","KIF1C","yellow","10749"
"KIF25","KIF25","brown","3834"
"KIF3C","KIF3C","turquoise","3797"
"KIF5A","KIF5A","blue","3798"
"KIF6","KIF6","yellow","221458"
"KIFC1","KIFC1","green","3833"
"KIRREL","KIRREL","blue",NA
"KISS1R","KISS1R","grey","84634"
"KIT","KIT","turquoise","3815"
"KITLG","KITLG","turquoise","4254"
"KL","KL","grey","9365"
"KLB","KLB","grey","152831"
"KLC3","KLC3","brown","147700"
"KLF10","KLF10","turquoise","7071"
"KLF15","KLF15","brown","28999"
"KLF2","KLF2","blue","10365"
"KLF4","KLF4","blue","9314"
"KLF5","KLF5","grey","688"
"KLF8","KLF8","red","11279"
"KLHDC10","KLHDC10","red","23008"
"KLHDC8A","KLHDC8A","black","55220"
"KLHL1","KLHL1","grey","57626"
"KLHL10","KLHL10","turquoise","317719"
"KLHL11","KLHL11","red","55175"
"KLHL14","KLHL14","turquoise","57565"
"KLHL28","KLHL28","red","54813"
"KLHL29","KLHL29","turquoise","114818"
"KLHL32","KLHL32","yellow","114792"
"KLHL34","KLHL34","red","257240"
"KLHL38","KLHL38","grey","340359"
"KLHL6","KLHL6","green","89857"
"KLK10","KLK10","black","5655"
"KLK14","KLK14","brown","43847"
"KLK5","KLK5","turquoise","25818"
"KLK6","KLK6","yellow","5653"
"KLK7","KLK7","turquoise","5650"
"KLKB1","KLKB1","brown","3818"
"KLRC2","KLRC2","grey","3822"
"KLRC3","KLRC3","yellow","3823"
"KLRD1","KLRD1","blue","3824"
"KLRK1","KLRK1.1","grey","22914"
"KMO","KMO","turquoise","8564"
"KNCN","KNCN","turquoise","148930"
"KNDC1","KNDC1","black","85442"
"KNG1","KNG1","turquoise","3827"
"KRBA2","KRBA2","grey",NA
"KREMEN2","KREMEN2","turquoise","79412"
"KRT18","KRT18","blue","3875"
"KRT19","KRT19","blue","3880"
"KRT222","KRT222","turquoise","125113"
"KRT31","KRT31","grey","3881"
"KRT5","KRT5","turquoise","3852"
"KRT81","KRT81","black","3887"
"KRT83","KRT83","turquoise","3889"
"KRT86","KRT86","turquoise","3892"
"KRTAP5-1","KRTAP5-1","brown","387264"
"KRTAP5-7","KRTAP5-7","grey","440050"
"KRTAP5-8","KRTAP5-8","brown","57830"
"KRTAP5-9","KRTAP5-9","brown","3846"
"KSR2","KSR2","black","283455"
"KYNU","KYNU","blue","8942"
"L1CAM","L1CAM","black","3897"
"LACC1","LACC1","yellow","144811"
"LAG3","LAG3","blue","3902"
"LAIR1","LAIR1","green","3903"
"LAMA1","LAMA1","brown","284217"
"LAMA5","LAMA5","blue","3911"
"LAMB1","LAMB1","turquoise","3912"
"LAMB2","LAMB2","blue","3913"
"LAMC2","LAMC2","grey","3918"
"LAMP2","LAMP2","yellow","3920"
"LAMP5","LAMP5","turquoise","24141"
"LANCL3","LANCL3","turquoise","347404"
"LAPTM5","LAPTM5","green","7805"
"LARGE","LARGE","turquoise",NA
"LAT","LAT","brown","27040"
"LAT2","LAT2","green","7462"
"LATS2","LATS2","blue","26524"
"LAYN","LAYN","yellow","143903"
"LBH","LBH","turquoise","81606"
"LCA5L","LCA5L","grey","150082"
"LCAT","LCAT","brown","3931"
"LCN10","LCN10","blue","414332"
"LCN12","LCN12","brown","286256"
"LCN15","LCN15","grey","389812"
"LCN6","LCN6","blue","158062"
"LCN8","LCN8","grey","138307"
"LCNL1","LCNL1","brown","401562"
"LCP1","LCP1","green","3936"
"LDB2","LDB2","turquoise","9079"
"LDB3","LDB3","yellow","11155"
"LDHAL6A","LDHAL6A","turquoise","160287"
"LDLR","LDLR","brown","3949"
"LDLRAP1","LDLRAP1","yellow","26119"
"LEAP2","LEAP2","brown","116842"
"LECT1","LECT1","yellow",NA
"LEF1","LEF1","blue","51176"
"LEKR1","LEKR1","turquoise","389170"
"LEPR","LEPR","blue","3953"
"LFNG","LFNG","blue","3955"
"LGALS3","LGALS3","blue","3958"
"LGALS3BP","LGALS3BP","yellow","3959"
"LGALS4","LGALS4","brown","3960"
"LGALS9","LGALS9","green","3965"
"LGI2","LGI2","turquoise","55203"
"LGR5","LGR5","yellow","8549"
"LGR6","LGR6","blue","59352"
"LHFPL1","LHFPL1","blue","340596"
"LHFPL4","LHFPL4","red","375323"
"LHFPL5","LHFPL5","turquoise","222662"
"LHPP","LHPP","yellow","64077"
"LHX2","LHX2","brown","9355"
"LHX6","LHX6","turquoise","26468"
"LILRA1","LILRA1","green","11024"
"LILRA2","LILRA2","green","11027"
"LILRA4","LILRA4","brown","23547"
"LILRA6","LILRA6","green","79168"
"LILRB1","LILRB1","green","10859"
"LILRB2","LILRB2","green","10288"
"LILRB3","LILRB3","green","11025"
"LILRB4","LILRB4","green","11006"
"LILRB5","LILRB5","blue","10990"
"LIME1","LIME1","brown","54923"
"LIMK1","LIMK1","black","3984"
"LIMK2","LIMK2","green","3985"
"LIN28B","LIN28B","turquoise","389421"
"LIN7A","LIN7A","turquoise","8825"
"LINGO1","LINGO1","black","84894"
"LINGO2","LINGO2","turquoise","158038"
"LIPC","LIPC","turquoise","3990"
"LIPE","LIPE","yellow","3991"
"LIPG","LIPG","green","9388"
"LITAF","LITAF","yellow","9516"
"LIX1","LIX1","blue","167410"
"LLGL1","LLGL1","yellow","3996"
"LLGL2","LLGL2","yellow","3993"
"LMNA","LMNA","brown","4000"
"LMO1","LMO1","grey","4004"
"LMO3","LMO3","turquoise","55885"
"LMO7","LMO7","turquoise","4008"
"LMOD1","LMOD1","blue","25802"
"LNX1","LNX1","turquoise","84708"
"LONRF2","LONRF2","turquoise","164832"
"LOR","LOR","turquoise",NA
"LOX","LOX","grey","4015"
"LOXHD1","LOXHD1","turquoise","125336"
"LOXL1","LOXL1","blue","4016"
"LOXL2","LOXL2","brown","4017"
"LOXL4","LOXL4","blue","84171"
"LPA","LPA","turquoise","4018"
"LPAR1","LPAR1","yellow","1902"
"LPAR3","LPAR3","blue","23566"
"LPAR4","LPAR4","green","2846"
"LPAR5","LPAR5","green","57121"
"LPAR6","LPAR6","green","10161"
"LPCAT2","LPCAT2","green","54947"
"LPHN2","LPHN2","turquoise",NA
"LPIN3","LPIN3","brown","64900"
"LPL","LPL","blue","4023"
"LPO","LPO","turquoise","4025"
"LPP","LPP","blue","4026"
"LPPR1","LPPR1","yellow",NA
"LPPR3","LPPR3","black",NA
"LPPR4","LPPR4","turquoise",NA
"LPPR5","LPPR5","turquoise",NA
"LRAT","LRAT","brown","9227"
"LRFN2","LRFN2","turquoise","57497"
"LRFN5","LRFN5","turquoise","145581"
"LRG1","LRG1","blue","116844"
"LRIG1","LRIG1","blue","26018"
"LRIG3","LRIG3","yellow","121227"
"LRIT2","LRIT2","grey","340745"
"LRP10","LRP10","green","26020"
"LRP2","LRP2","yellow","4036"
"LRP4","LRP4","brown","4038"
"LRP5","LRP5","brown","4041"
"LRP5L","LRP5L","brown","91355"
"LRRC1","LRRC1","yellow","55227"
"LRRC10B","LRRC10B","grey","390205"
"LRRC2","LRRC2","turquoise","79442"
"LRRC25","LRRC25","green","126364"
"LRRC3","LRRC3","blue","81543"
"LRRC32","LRRC32","blue","2615"
"LRRC33","LRRC33","green",NA
"LRRC36","LRRC36","grey","55282"
"LRRC37A","LRRC37A","grey","9884"
"LRRC37A2","LRRC37A2","grey","474170"
"LRRC38","LRRC38","turquoise","126755"
"LRRC3DN","LRRC3DN","brown",NA
"LRRC4","LRRC4","turquoise","64101"
"LRRC46","LRRC46","brown","90506"
"LRRC53","LRRC53","turquoise","105378803"
"LRRC55","LRRC55","turquoise","219527"
"LRRC63","LRRC63","yellow","220416"
"LRRC69","LRRC69","brown","100130742"
"LRRC71","LRRC71","brown","149499"
"LRRC73","LRRC73","turquoise","221424"
"LRRC9","LRRC9","turquoise","341883"
"LRRIQ1","LRRIQ1","blue","84125"
"LRRIQ3","LRRIQ3","grey","127255"
"LRRN3","LRRN3","turquoise","54674"
"LRRN4CL","LRRN4CL","grey","221091"
"LRRTM1","LRRTM1","turquoise","347730"
"LRRTM2","LRRTM2","red","26045"
"LRRTM3","LRRTM3","turquoise","347731"
"LRRTM4","LRRTM4","turquoise","80059"
"LRTM2","LRTM2","turquoise","654429"
"LSM11","LSM11","turquoise","134353"
"LSMEM1","LSMEM1","brown","286006"
"LSMEM2","LSMEM2","yellow","132228"
"LSP1","LSP1","green","4046"
"LSS","LSS","yellow","4047"
"LST1","LST1","green","7940"
"LTA","LTA","brown","4049"
"LTB4R2","LTB4R2","red","56413"
"LTBP1","LTBP1","blue","4052"
"LTBP2","LTBP2","blue","4053"
"LTBR","LTBR","blue","4055"
"LTF","LTF","blue","4057"
"LTK","LTK","black","4058"
"LUM","LUM","blue","4060"
"LURAP1","LURAP1","yellow","541468"
"LUZP1","LUZP1","turquoise","7798"
"LXN","LXN","grey","56925"
"LY6D","LY6D","turquoise","8581"
"LY6H","LY6H","grey","4062"
"LY86","LY86","green","9450"
"LY96","LY96","blue","23643"
"LYG1","LYG1","brown","129530"
"LYL1","LYL1","green","4066"
"LYN","LYN","blue","4067"
"LYPD1","LYPD1","brown","116372"
"LYPD3","LYPD3","yellow","27076"
"LYPD6B","LYPD6B","turquoise","130576"
"LYRM9","LYRM9","turquoise","201229"
"LYSMD2","LYSMD2","turquoise","256586"
"LYVE1","LYVE1","blue","10894"
"LYZ","LYZ","green","4069"
"LYZL4","LYZL4","turquoise","131375"
"LZTFL1","LZTFL1","turquoise","54585"
"LZTS1","LZTS1","black","11178"
"MACROD2","MACROD2","turquoise","140733"
"MAD2L1","MAD2L1","turquoise","4085"
"MAEL","MAEL","turquoise","84944"
"MAFF","MAFF","blue","23764"
"MAG","MAG","yellow","4099"
"MAGEC3","MAGEC3","yellow","139081"
"MAGEE1","MAGEE1","turquoise","57692"
"MAGEE2","MAGEE2","turquoise","139599"
"MAGEL2","MAGEL2","red","54551"
"MAL","MAL","yellow","4118"
"MAMDC2","MAMDC2","grey","256691"
"MAN1A1","MAN1A1","turquoise","4121"
"MAN2A1","MAN2A1","yellow","4124"
"MAN2B1","MAN2B1","brown","4125"
"MAP10","MAP10","turquoise","54627"
"MAP1LC3B2","MAP1LC3B2","grey","643246"
"MAP2","MAP2","turquoise","4133"
"MAP3K11","MAP3K11","yellow","4296"
"MAP3K15","MAP3K15","grey","389840"
"MAP3K19","MAP3K19","grey","80122"
"MAP3K6","MAP3K6","blue","9064"
"MAP3K7CL","MAP3K7CL","grey","56911"
"MAP3K8","MAP3K8","blue","1326"
"MAP3K9","MAP3K9","turquoise","4293"
"MAP4K1","MAP4K1","brown","11184"
"MAP4K4","MAP4K4","yellow","9448"
"MAP6D1","MAP6D1","yellow","79929"
"MAP7D2","MAP7D2","turquoise","256714"
"MAP7D3","MAP7D3","blue","79649"
"MAP9","MAP9","turquoise","79884"
"MAPK11","MAPK11","brown","5600"
"MAPK13","MAPK13","black","5603"
"MAPK15","MAPK15","brown","225689"
"MAPKAPK2","MAPKAPK2","brown","9261"
"MARCH10","MARCH10","turquoise",NA
"MARCH11","MARCH11","turquoise",NA
"MARCH3","MARCH3","brown",NA
"MARCH4","MARCH4","turquoise",NA
"MARCH6","MARCH6","red",NA
"MARCKSL1","MARCKSL1","yellow","65108"
"MARCO","MARCO","blue","8685"
"MARK1","MARK1","turquoise","4139"
"MARVELD3","MARVELD3","brown","91862"
"MASP1","MASP1","green","5648"
"MAST1","MAST1","black","22983"
"MATK","MATK","black","4145"
"MATN3","MATN3","blue","4148"
"MATN4","MATN4","blue","8785"
"MAVS","MAVS","green","57506"
"MB21D1","MB21D1","blue",NA
"MBNL3","MBNL3","yellow","55796"
"MBOAT1","MBOAT1","yellow","154141"
"MBP","MBP","yellow","4155"
"MC4R","MC4R","grey","4160"
"MCAM","MCAM","yellow","4162"
"MCF2","MCF2","turquoise","4168"
"MCF2L2","MCF2L2","blue","23101"
"MCHR1","MCHR1","turquoise","2847"
"MCHR2","MCHR2","turquoise","84539"
"MCM5","MCM5","brown","4174"
"MCM7","MCM7","yellow","4176"
"MCOLN2","MCOLN2","grey","255231"
"MCOLN3","MCOLN3","grey","55283"
"MCTP1","MCTP1","turquoise","79772"
"MCTP2","MCTP2","grey","55784"
"MDFI","MDFI","blue","4188"
"MDH1","MDH1","turquoise","4190"
"MDH1B","MDH1B","turquoise","130752"
"MECOM","MECOM","blue","2122"
